age,job,marital, education,default,housing,loan,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y
31,1,3,7,0,0,1,2,3,6,3,-1.1,94.767,-50.8,1.048,0
35,10,1,1,0,1,0,3,4,2,3,-1.1,94.767,-50.8,1.035,1
28,7,3,7,0,1,0,2,6,3,3,-1.1,94.767,-50.8,1.041,0
42,8,1,7,0,3,2,1,999,1,1,-1.1,94.767,-50.8,1.046,1
34,9,3,8,0,1,0,1,999,2,1,-1.1,94.767,-50.8,1.031,0
43,1,1,7,0,1,0,4,999,2,1,-1.1,94.767,-50.8,1.04,1
37,1,2,7,0,0,0,2,6,1,3,-1.1,94.767,-50.8,1.05,1
37,1,2,7,0,0,0,1,999,1,1,-1.1,94.767,-50.8,1.05,0
34,10,2,8,0,0,0,3,999,0,2,-1.1,94.767,-50.8,1.046,1
26,1,3,7,0,0,0,3,999,0,2,-1.1,94.767,-50.8,1.04,1
37,10,3,6,0,1,0,1,6,4,3,-1.1,94.767,-50.8,1.044,1
33,5,2,7,0,1,0,2,999,0,2,-1.1,94.767,-50.8,1.04,1
25,9,3,4,0,0,0,1,999,0,2,-1.1,94.767,-50.8,1.041,1
35,1,3,6,0,1,0,3,999,4,1,-1.1,94.767,-50.8,1.04,0
29,11,3,1,0,1,0,1,9,1,3,-1.1,94.767,-50.8,1.028,0
31,1,3,7,0,1,0,1,999,0,2,-1.1,94.767,-50.8,1.048,0
29,1,3,4,0,1,0,1,6,1,3,-1.1,94.767,-50.8,1.05,0
33,1,2,7,0,0,0,1,999,0,2,-1.1,94.767,-50.8,1.035,1
40,5,1,7,0,1,0,2,999,4,1,-1.1,94.767,-50.8,1.03,0
57,6,2,6,0,1,0,6,999,0,2,-1.1,94.767,-50.8,1.031,0
46,1,2,3,0,1,0,1,999,1,1,-1.1,94.767,-50.8,1.047,0
36,2,3,2,0,0,0,4,999,0,2,-1.1,94.767,-50.8,1.046,1
63,6,2,1,0,1,0,1,3,2,3,-1.1,94.767,-50.8,1.049,1
31,4,3,7,0,0,0,5,999,0,2,-1.1,94.767,-50.8,1.039,0
25,10,3,6,0,1,0,2,19,1,3,-1.1,94.767,-50.8,1.04,1
31,5,2,7,0,1,0,1,999,0,2,-1.1,94.767,-50.8,1.05,1
54,7,2,7,0,1,0,6,6,1,3,-1.1,94.601,-49.5,0.987,0
34,9,3,6,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.993,0
54,1,2,4,0,0,0,2,6,2,3,-1.1,94.601,-49.5,0.985,1
49,10,1,6,0,1,0,2,3,1,3,-1.1,94.601,-49.5,0.972,1
36,11,2,4,0,1,0,1,3,1,3,-1.1,94.601,-49.5,1.032,1
54,8,1,4,0,1,0,3,999,2,1,-1.1,94.601,-49.5,1.016,1
54,8,1,4,0,0,0,1,999,1,1,-1.1,94.601,-49.5,1.016,0
62,1,2,4,0,0,0,1,4,3,3,-1.1,94.601,-49.5,1.037,1
81,6,1,1,0,1,0,2,3,2,3,-1.1,94.601,-49.5,0.987,0
41,6,3,1,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.942,0
25,9,3,4,0,0,0,3,999,0,2,-1.1,94.601,-49.5,1.029,1
60,6,2,7,0,1,0,2,999,0,2,-1.1,94.601,-49.5,1,0
45,9,3,8,0,1,0,2,999,2,1,-1.1,94.601,-49.5,1.016,0
57,1,2,7,0,3,2,2,3,2,3,-1.1,94.601,-49.5,0.959,1
50,5,2,7,0,1,0,2,999,0,2,-1.1,94.601,-49.5,0.942,0
33,8,2,6,0,0,0,1,999,3,1,-1.1,94.601,-49.5,0.977,0
51,4,2,1,0,0,0,2,999,2,1,-1.1,94.601,-49.5,0.982,0
37,11,3,6,0,0,0,4,6,1,3,-1.1,94.601,-49.5,1.029,0
44,10,2,4,0,1,1,2,999,1,1,-1.1,94.601,-49.5,1,0
22,7,3,6,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.959,1
33,8,3,4,0,1,0,1,6,1,3,-1.1,94.601,-49.5,1.032,1
27,7,3,7,0,0,0,3,999,0,2,-1.1,94.601,-49.5,1.029,0
27,1,3,7,0,1,1,1,3,2,3,-1.1,94.601,-49.5,0.982,0
30,10,2,6,0,1,0,1,9,2,3,-1.1,94.601,-49.5,1.032,1
40,10,2,6,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.956,0
23,9,3,4,0,0,1,1,3,1,3,-1.1,94.601,-49.5,1.029,1
27,2,3,4,0,0,0,1,999,2,1,-1.1,94.601,-49.5,0.982,1
39,4,2,1,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.972,0
21,9,3,4,0,0,0,2,999,0,2,-1.1,94.601,-49.5,1.037,1
20,9,3,8,0,0,0,3,999,3,1,-1.1,94.601,-49.5,0.977,0
54,7,2,7,0,1,0,4,999,1,1,-1.1,94.601,-49.5,0.987,0
48,10,2,6,0,1,1,1,8,1,3,-1.1,94.601,-49.5,0.977,1
44,1,2,7,0,1,0,1,999,0,2,-1.1,94.601,-49.5,1,1
65,6,2,4,0,1,0,5,3,1,3,-1.1,94.601,-49.5,1.025,0
58,1,2,7,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.953,0
29,1,3,7,0,1,0,1,999,0,2,-1.1,94.601,-49.5,1,1
20,9,3,8,0,0,0,1,999,1,1,-1.1,94.601,-49.5,0.982,0
59,8,2,7,0,1,0,2,999,2,1,-1.1,94.601,-49.5,0.977,1
44,10,2,4,0,1,1,1,999,1,1,-1.1,94.601,-49.5,1,1
62,1,2,4,0,0,0,4,18,2,1,-1.1,94.601,-49.5,1.037,1
35,1,2,7,0,0,0,1,3,2,3,-1.1,94.601,-49.5,0.985,1
33,1,3,7,0,1,0,1,5,2,3,-1.1,94.601,-49.5,1.032,1
62,2,2,8,0,0,0,3,999,0,2,-1.1,94.601,-49.5,0.972,0
84,6,1,1,2,1,1,4,3,1,3,-1.1,94.601,-49.5,1,0
25,9,3,4,0,1,0,1,999,0,2,-1.1,94.601,-49.5,1.037,0
54,8,1,4,0,1,1,4,3,1,3,-1.1,94.601,-49.5,1.016,1
74,6,1,1,0,1,0,3,3,2,3,-1.1,94.601,-49.5,1,0
74,6,2,7,0,1,0,2,3,2,3,-1.1,94.601,-49.5,0.993,0
24,2,3,3,0,0,0,1,6,1,3,-1.1,94.601,-49.5,0.977,0
23,9,3,4,0,0,0,1,3,1,3,-1.1,94.601,-49.5,1.043,0
31,10,3,6,0,1,0,1,999,1,1,-1.1,94.601,-49.5,0.982,0
23,9,3,4,0,1,0,3,999,0,2,-1.1,94.601,-49.5,1.025,0
30,9,3,4,0,1,0,1,17,2,1,-1.1,94.601,-49.5,1.037,0
84,6,1,1,2,1,0,4,999,0,2,-1.1,94.601,-49.5,0.993,0
63,12,2,6,0,0,0,1,6,1,3,-1.1,94.601,-49.5,1.025,0
37,4,2,7,0,0,0,2,11,4,3,-1.1,94.601,-49.5,1.025,1
38,1,1,7,0,1,0,3,999,0,2,-1.1,94.601,-49.5,1.032,0
28,1,3,4,0,0,0,2,999,0,2,-1.1,94.601,-49.5,0.959,1
27,9,3,8,0,1,0,1,20,4,1,-1.1,94.601,-49.5,0.972,0
75,6,2,1,0,1,0,3,999,3,1,-1.1,94.601,-49.5,0.959,0
61,4,2,1,0,1,0,2,999,2,1,-1.1,94.601,-49.5,1.016,0
26,10,3,7,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.959,1
36,1,3,7,0,0,0,2,999,0,2,-1.1,94.601,-49.5,0.965,0
26,1,3,7,0,1,1,1,999,0,2,-1.1,94.601,-49.5,0.959,0
71,6,2,6,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.982,1
26,1,3,7,0,0,0,1,999,2,1,-1.1,94.601,-49.5,0.959,0
64,11,1,3,0,1,0,2,999,0,2,-1.1,94.601,-49.5,0.959,0
27,10,3,7,0,1,0,1,999,1,1,-1.1,94.601,-49.5,1.043,1
48,10,2,6,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.987,0
31,10,3,6,0,1,0,2,999,0,2,-1.1,94.601,-49.5,0.972,1
68,6,1,4,0,1,1,1,3,1,3,-1.1,94.601,-49.5,1,1
31,1,3,7,0,3,2,1,3,1,3,-1.1,94.601,-49.5,1.008,1
63,1,2,7,0,1,1,2,999,0,2,-1.1,94.601,-49.5,0.987,0
59,8,2,7,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.977,0
30,10,3,8,0,1,1,1,999,3,1,-1.1,94.601,-49.5,0.977,0
30,5,2,7,0,0,0,1,999,0,2,-1.1,94.601,-49.5,1.043,1
20,9,3,8,0,1,1,1,3,4,3,-1.1,94.601,-49.5,0.982,1
52,10,2,7,0,1,0,1,999,1,1,-1.1,94.601,-49.5,0.985,0
65,6,2,1,0,0,0,2,7,3,3,-1.1,94.601,-49.5,0.993,1
65,6,2,1,0,1,0,4,999,0,2,-1.1,94.601,-49.5,0.965,0
25,8,3,4,0,0,0,1,999,1,1,-1.1,94.601,-49.5,0.977,0
66,6,2,1,2,3,2,1,6,3,3,-1.1,94.601,-49.5,0.985,1
24,1,3,7,0,1,0,3,3,2,3,-1.1,94.601,-49.5,0.993,1
81,6,1,1,0,1,0,1,999,1,1,-1.1,94.601,-49.5,0.987,0
31,1,3,7,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.972,0
37,1,3,4,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.987,1
34,10,2,7,0,1,0,1,999,0,2,-1.1,94.601,-49.5,1.016,0
26,11,3,4,0,1,0,3,14,1,3,-1.1,94.601,-49.5,1.029,1
54,7,2,7,0,0,0,3,999,1,1,-1.1,94.601,-49.5,0.987,0
47,1,2,4,0,1,0,1,999,1,1,-1.1,94.601,-49.5,0.972,1
59,11,2,3,0,1,1,1,999,0,2,-1.1,94.601,-49.5,0.942,0
25,8,3,4,0,0,0,1,999,2,1,-1.1,94.601,-49.5,0.977,0
23,9,3,4,0,1,0,2,999,1,1,-1.1,94.601,-49.5,1.032,1
26,9,3,4,0,1,0,1,999,0,2,-1.1,94.601,-49.5,1,0
25,9,3,4,0,1,0,1,6,4,3,-1.1,94.601,-49.5,1.032,0
28,1,3,7,0,1,0,1,6,2,3,-1.1,94.601,-49.5,1.032,0
28,2,3,3,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.977,0
37,1,3,4,0,0,0,1,3,1,3,-1.1,94.601,-49.5,0.987,1
25,9,3,4,0,1,0,2,6,3,3,-1.1,94.601,-49.5,1.032,1
32,1,3,7,0,0,0,1,999,2,1,-1.1,94.601,-49.5,0.942,0
30,10,2,6,0,1,0,1,6,1,3,-1.1,94.601,-49.5,1.032,1
27,9,3,4,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.982,0
25,9,3,4,0,1,0,1,3,1,3,-1.1,94.601,-49.5,1.029,1
70,6,2,1,2,0,0,1,14,3,1,-1.1,94.601,-49.5,0.965,0
35,1,3,7,0,1,0,1,999,0,2,-1.1,94.601,-49.5,1.032,0
28,1,3,7,0,1,0,4,17,3,1,-1.1,94.601,-49.5,1.032,0
80,6,2,6,0,1,0,1,999,1,1,-1.1,94.601,-49.5,1.025,1
67,6,1,1,0,1,0,1,999,1,1,-1.1,94.601,-49.5,1.008,0
24,1,3,4,0,1,0,2,999,1,1,-1.1,94.601,-49.5,0.972,0
61,2,2,6,0,1,0,2,999,0,2,-1.1,94.601,-49.5,0.987,1
35,10,2,6,0,1,1,1,9,2,1,-1.1,94.601,-49.5,0.959,1
56,11,1,1,0,0,1,2,5,3,3,-1.1,94.601,-49.5,0.972,1
54,7,2,7,0,0,0,3,999,0,2,-1.1,94.601,-49.5,0.987,0
42,8,2,3,0,0,0,1,999,0,2,-1.1,94.601,-49.5,1.045,0
34,1,1,7,0,3,2,2,999,1,1,-1.1,94.601,-49.5,1.025,0
31,10,3,6,0,3,2,2,999,0,2,-1.1,94.601,-49.5,1.025,1
27,9,3,8,0,1,0,2,999,1,1,-1.1,94.601,-49.5,0.972,0
31,2,3,3,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.982,0
71,6,2,6,0,1,0,2,999,0,2,-1.1,94.601,-49.5,0.977,0
32,10,2,6,0,0,0,2,14,4,1,-1.1,94.601,-49.5,0.959,0
61,1,2,4,0,1,0,4,999,0,2,-1.1,94.601,-49.5,0.977,0
22,9,3,7,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.982,0
65,6,2,4,0,1,1,2,12,1,3,-1.1,94.601,-49.5,1.029,1
27,2,3,4,0,1,0,3,999,1,1,-1.1,94.601,-49.5,0.982,1
66,6,2,1,0,1,0,2,999,1,1,-1.1,94.601,-49.5,0.972,1
32,10,2,6,0,1,0,2,999,0,2,-1.1,94.601,-49.5,0.959,1
26,2,3,2,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.959,1
51,1,2,7,0,1,1,3,3,1,3,-1.1,94.601,-49.5,0.965,1
25,9,2,4,0,1,0,1,999,0,2,-1.1,94.601,-49.5,1.016,0
30,10,4,7,0,0,0,2,16,1,3,-1.1,94.601,-49.5,0.942,0
50,1,2,4,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.987,1
38,1,1,3,0,0,0,2,999,3,1,-1.1,94.601,-49.5,1.016,0
33,1,3,7,0,1,0,1,3,3,3,-1.1,94.601,-49.5,1.025,1
28,1,3,7,0,0,0,1,17,1,3,-1.1,94.601,-49.5,0.965,0
33,2,3,1,0,1,0,1,999,1,1,-1.1,94.601,-49.5,0.972,0
74,6,1,1,0,1,0,2,999,0,2,-1.1,94.601,-49.5,1,0
31,9,3,7,0,0,0,1,999,0,2,-1.1,94.601,-49.5,1.043,1
32,8,3,7,0,1,0,2,999,2,1,-1.1,94.601,-49.5,0.972,0
60,1,2,4,0,0,0,1,999,1,1,-1.1,94.601,-49.5,1.037,1
44,8,2,4,0,0,0,3,999,0,2,-1.1,94.601,-49.5,1,0
37,4,2,7,0,0,0,2,13,2,3,-1.1,94.601,-49.5,1.025,1
61,6,2,1,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.972,1
33,8,3,7,0,1,0,2,3,2,3,-1.1,94.601,-49.5,0.977,1
47,1,3,7,0,0,0,3,999,0,2,-1.1,94.601,-49.5,1,1
48,10,2,6,0,0,0,1,6,3,3,-1.1,94.601,-49.5,0.987,1
24,9,3,6,0,0,1,3,999,2,1,-1.1,94.601,-49.5,1.008,0
33,8,3,7,0,0,0,2,999,0,2,-1.1,94.601,-49.5,0.977,0
37,1,3,4,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.987,0
48,10,2,7,0,1,1,2,999,0,2,-1.1,94.601,-49.5,1.008,1
68,6,1,4,0,1,0,1,999,0,2,-1.1,94.601,-49.5,1,1
74,6,2,7,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.977,0
31,9,3,4,0,1,0,3,999,0,2,-1.1,94.601,-49.5,1.029,1
65,6,2,1,0,0,0,1,999,0,2,-1.1,94.601,-49.5,1.043,1
32,1,2,4,0,1,0,1,999,0,2,-1.1,94.601,-49.5,0.959,0
47,1,3,7,0,1,0,1,999,1,1,-1.1,94.601,-49.5,1,0
29,11,3,4,0,1,0,2,999,0,2,-1.1,94.601,-49.5,1.029,0
63,1,2,7,0,1,0,2,6,1,3,-1.1,94.601,-49.5,0.987,0
27,1,3,7,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.977,1
27,10,3,7,0,0,0,2,999,0,2,-1.1,94.601,-49.5,1.043,0
29,10,2,6,0,1,0,1,5,2,3,-1.1,94.601,-49.5,0.972,1
65,6,2,1,0,1,1,1,3,1,3,-1.1,94.601,-49.5,0.977,1
24,2,3,4,0,0,0,1,3,1,3,-1.1,94.601,-49.5,1.025,1
33,5,3,7,0,0,0,3,999,0,2,-1.1,94.601,-49.5,0.987,0
27,1,3,7,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.982,0
37,8,2,4,0,1,1,2,12,2,1,-1.1,94.601,-49.5,1.029,1
29,1,3,4,0,0,0,2,6,1,3,-1.1,94.601,-49.5,1.025,1
65,6,2,1,0,1,0,1,3,3,3,-1.1,94.601,-49.5,1.043,1
32,1,3,7,0,1,0,1,999,3,1,-1.1,94.601,-49.5,0.942,0
60,6,2,6,0,0,1,2,999,1,1,-1.1,94.601,-49.5,1.043,0
41,10,2,6,0,0,0,2,27,1,3,-1.1,94.601,-49.5,0.959,1
37,5,2,7,0,1,0,3,5,5,3,-1.1,94.601,-49.5,1.025,1
65,6,2,1,0,1,1,1,3,3,3,-1.1,94.601,-49.5,0.985,1
21,9,3,4,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.982,1
60,6,2,1,0,1,0,2,999,1,1,-1.1,94.601,-49.5,0.985,0
46,5,2,7,0,3,2,2,12,2,1,-1.1,94.601,-49.5,1.032,0
32,10,2,6,0,0,0,1,999,0,2,-1.1,94.601,-49.5,0.959,1
30,5,2,7,0,0,1,1,6,1,3,-1.1,94.601,-49.5,1.043,1
56,10,1,6,0,0,0,1,3,2,3,-1.1,94.601,-49.5,1,1
30,7,3,3,0,0,1,1,999,0,2,-1.1,94.601,-49.5,0.953,0
37,5,2,7,0,1,0,3,3,3,3,-1.1,94.601,-49.5,1.025,1
70,6,2,6,0,0,0,1,6,3,3,-1.1,94.601,-49.5,0.987,1
38,10,3,7,0,1,0,1,9,3,1,-1.1,94.601,-49.5,1.032,0
31,10,2,7,0,1,1,4,6,2,3,-1.1,94.601,-49.5,0.982,1
28,1,3,7,0,0,0,1,3,3,3,-1.1,94.601,-49.5,1.032,1
31,10,2,7,0,0,0,2,12,3,1,-1.1,94.601,-49.5,0.982,0
50,3,1,7,0,1,0,7,11,2,3,-1.1,94.601,-49.5,1.008,1
39,4,2,1,0,1,0,2,999,2,1,-1.1,94.601,-49.5,0.972,0
33,1,3,7,0,1,0,5,999,0,2,-1.1,94.601,-49.5,1.032,1
42,10,2,6,0,1,1,1,6,1,3,-1.1,94.601,-49.5,1,1
68,6,1,4,0,1,0,4,999,2,1,-1.1,94.601,-49.5,1,0
55,1,2,4,0,0,0,2,10,3,3,-1.1,94.601,-49.5,0.977,0
81,6,2,1,0,1,0,1,999,2,1,-1.1,94.601,-49.5,1.016,1
27,9,3,7,0,1,0,1,999,3,1,-1.1,94.601,-49.5,0.942,0
29,1,3,7,0,0,0,2,12,2,1,-1.1,94.601,-49.5,0.977,0
45,1,2,4,0,1,0,3,6,1,3,-1.1,94.601,-49.5,1.029,1
37,4,2,7,0,0,0,1,6,2,3,-1.1,94.601,-49.5,1.025,1
51,1,2,4,0,0,1,2,999,1,1,-1.1,94.601,-49.5,0.987,0
41,1,3,4,0,0,0,2,999,0,2,-1.1,94.601,-49.5,0.987,0
32,10,2,6,0,0,0,1,3,1,3,-1.1,94.601,-49.5,0.959,1
22,11,3,7,0,0,1,2,999,0,2,-1.1,94.601,-49.5,0.977,0
49,1,2,4,2,0,0,1,6,3,3,-1.1,94.601,-49.5,0.985,1
60,6,2,1,0,3,2,1,10,3,1,-1.1,94.601,-49.5,0.972,0
26,10,3,6,0,0,0,1,16,1,3,-1.1,94.601,-49.5,0.977,0
