age;job;marital;education;default;housing;loan;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;y
28;2;3;3;0;1;0;1;999;0;1;1.4;94.465;-41.8;4.864;0
36;2;2;2;0;1;0;1;999;0;1;1.1;93.994;-36.4;4.859;0
46;5;1;4;0;0;0;1;999;0;1;-0.1;93.2;-42;4.12;0
31;10;3;8;0;1;0;1;999;1;0;-1.8;92.893;-46.2;1.334;0
20;9;3;8;0;0;0;3;999;3;0;-1.1;94.601;-49.5;0.977;0
35;8;2;4;2;1;0;1;999;0;1;-1.8;92.893;-46.2;1.344;0
38;2;2;3;2;2;2;1;999;0;1;1.4;94.465;-41.8;4.967;0
76;6;2;7;0;0;0;1;999;1;0;-1.7;94.027;-38.3;0.899;0
45;3;1;6;0;1;0;3;999;0;1;1.4;93.918;-42.7;4.961;0
32;4;2;1;0;1;1;1;999;0;1;-1.8;92.893;-46.2;1.313;0
39;5;3;7;2;0;0;2;999;0;1;-1.8;92.893;-46.2;1.327;0
32;1;2;7;0;0;0;1;999;0;1;-0.1;93.2;-42;4.592;0
29;1;3;3;0;0;0;2;999;0;1;-1.8;92.893;-46.2;1.299;0
44;8;2;6;0;0;0;2;999;0;1;1.4;93.444;-36.1;4.97;0
32;8;2;4;0;0;1;3;999;0;1;1.4;93.918;-42.7;4.957;0
56;6;2;7;0;1;0;1;999;2;0;-2.9;92.963;-40.8;1.26;0
33;2;2;3;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.327;0
39;5;2;4;0;0;0;3;999;0;1;1.4;93.444;-36.1;4.966;0
24;10;2;7;0;1;1;2;3;1;2;-3.4;92.379;-29.8;0.77;1
33;1;3;7;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.327;0
58;3;1;7;0;0;0;2;999;0;1;1.4;94.465;-41.8;4.866;0
29;1;3;7;0;1;0;27;999;0;1;1.4;94.465;-41.8;4.959;0
31;1;2;7;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.964;0
27;1;2;7;0;0;0;5;999;0;1;1.1;93.994;-36.4;4.857;0
60;1;1;6;0;1;0;1;999;1;0;-1.1;94.199;-37.5;0.886;1
55;3;2;6;0;1;1;1;999;2;0;-3.4;92.431;-26.9;0.739;0
37;2;2;3;0;1;0;2;999;0;1;-1.8;92.893;-46.2;1.334;0
52;1;2;8;0;1;0;1;6;1;2;-1.8;93.749;-34.6;0.654;1
46;8;2;4;0;1;0;1;999;0;1;-1.8;93.075;-47.1;1.405;0
42;2;1;2;0;1;0;2;999;0;1;-1.8;92.893;-46.2;1.281;0
35;1;3;7;0;1;0;3;999;0;1;1.4;93.918;-42.7;4.96;0
49;10;1;8;0;1;1;1;999;0;1;-3.4;92.431;-26.9;0.754;0
29;8;1;4;0;0;1;3;999;0;1;1.4;94.465;-41.8;4.865;0
32;2;2;3;0;0;0;2;5;1;2;-0.1;93.2;-42;4.191;1
37;7;2;7;0;0;0;1;999;1;0;-1.8;92.893;-46.2;1.313;0
39;10;3;6;2;0;0;4;999;0;1;1.4;94.465;-41.8;4.865;1
51;8;2;4;2;1;0;3;999;0;1;1.4;93.918;-42.7;4.962;1
28;1;3;4;0;1;0;3;999;0;1;-1.8;92.893;-46.2;1.291;0
34;5;2;7;0;1;0;4;999;0;1;-1.8;92.893;-46.2;1.281;0
31;10;3;4;0;1;1;1;999;0;1;1.4;93.444;-36.1;4.966;1
31;1;2;7;0;1;0;5;999;0;1;1.4;93.444;-36.1;4.962;0
31;1;3;7;0;1;0;2;999;0;1;1.4;94.465;-41.8;4.864;0
38;7;3;7;0;0;0;2;999;0;1;1.1;93.994;-36.4;4.855;0
33;11;2;3;0;0;0;6;999;0;1;1.4;94.465;-41.8;4.959;0
32;10;3;7;0;0;0;12;999;0;1;1.4;93.444;-36.1;4.966;0
54;10;2;6;2;1;0;1;999;0;1;-1.8;93.075;-47.1;1.405;0
41;1;1;4;0;1;0;2;999;0;1;1.4;94.465;-41.8;4.961;0
59;8;2;1;2;0;0;7;999;0;1;1.4;93.444;-36.1;4.963;0
57;6;2;7;0;1;0;1;2;1;2;-1.8;93.075;-47.1;1.365;0
38;3;1;7;0;1;0;1;999;0;1;-0.1;93.2;-42;4.076;0
46;1;2;7;0;1;0;1;999;0;1;1.1;93.994;-36.4;4.857;0
37;11;3;7;0;1;1;1;999;0;1;-0.1;93.2;-42;4.153;0
47;8;3;3;0;2;2;3;999;0;1;1.4;94.465;-41.8;4.961;1
45;1;3;7;0;0;0;1;999;0;1;1.4;93.444;-36.1;4.964;1
36;2;2;2;0;1;0;1;999;0;1;1.4;93.918;-42.7;4.962;0
40;11;3;4;0;1;0;5;999;0;1;1.4;93.918;-42.7;4.96;0
38;2;2;3;0;0;0;2;999;1;0;-0.1;93.2;-42;4.153;0
44;2;2;4;2;0;0;2;999;0;1;1.4;94.465;-41.8;4.961;0
25;7;2;7;0;1;0;2;999;0;1;1.1;93.994;-36.4;4.857;0
30;2;3;2;0;1;0;5;999;0;1;1.4;93.918;-42.7;4.961;0
43;5;2;6;0;0;0;2;999;0;1;-0.1;93.2;-42;4.153;0
58;6;2;2;2;0;0;3;999;0;1;1.1;93.994;-36.4;4.857;0
31;10;2;6;0;1;0;6;999;0;1;1.1;93.994;-36.4;4.856;0
53;5;2;7;0;0;0;2;999;0;1;1.4;93.918;-42.7;4.961;0
52;1;2;8;0;0;0;1;999;0;1;1.4;93.444;-36.1;4.968;0
37;5;2;7;2;0;1;1;999;1;0;-1.8;93.075;-47.1;1.405;0
58;1;2;4;2;1;0;1;999;0;1;1.4;93.918;-42.7;4.961;0
37;8;2;4;0;1;1;3;999;0;1;-1.8;92.893;-46.2;1.266;0
38;1;3;8;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.313;0
33;8;3;3;0;1;0;2;999;0;1;-1.8;93.075;-47.1;1.41;0
45;8;2;4;2;1;0;1;999;0;1;-1.8;92.893;-46.2;1.25;0
44;3;2;6;0;0;0;1;999;0;1;1.1;93.994;-36.4;4.858;0
38;2;2;2;0;1;0;2;999;0;1;1.4;93.918;-42.7;4.966;0
34;2;2;3;0;0;0;1;999;0;1;-1.7;94.055;-39.8;0.702;0
47;5;2;7;0;1;0;1;999;0;1;-2.9;92.469;-33.6;1.029;0
59;1;2;7;0;1;1;1;999;0;1;-2.9;92.469;-33.6;1.085;0
51;2;2;1;2;1;1;2;999;0;1;1.4;93.444;-36.1;4.964;0
31;2;2;2;0;1;0;2;999;0;1;1.4;94.465;-41.8;4.864;0
56;5;2;7;0;1;1;1;999;1;0;-0.1;93.2;-42;4.12;0
39;1;2;7;0;0;0;2;999;0;1;1.4;94.465;-41.8;4.961;0
41;3;2;7;0;1;0;1;999;0;1;-0.1;93.2;-42;4.153;1
41;5;1;2;0;1;0;1;999;0;1;-0.1;93.2;-42;4.076;0
53;8;2;4;2;0;0;4;999;0;1;1.1;93.994;-36.4;4.86;0
35;2;2;4;0;0;1;4;999;0;1;1.4;93.918;-42.7;4.962;0
58;6;2;3;0;0;1;1;999;0;1;-1.8;92.893;-46.2;1.334;0
25;7;2;6;0;1;0;2;999;0;1;1.4;94.465;-41.8;4.959;0
35;2;1;3;0;1;0;1;999;1;0;-1.8;92.893;-46.2;1.344;0
28;8;3;4;0;0;0;1;999;0;1;1.4;93.918;-42.7;4.963;0
55;2;2;6;0;1;1;3;999;1;0;-1.8;92.893;-46.2;1.25;0
54;3;2;1;2;0;1;1;999;0;1;1.1;93.994;-36.4;4.855;0
45;10;1;3;2;0;0;2;999;0;1;1.4;93.918;-42.7;4.962;0
32;2;2;3;0;1;0;1;999;1;0;-1.8;93.075;-47.1;1.41;0
50;1;2;3;2;1;0;3;999;0;1;1.4;93.444;-36.1;4.963;0
75;6;2;1;0;0;0;1;999;1;0;-1.8;93.075;-47.1;1.405;1
33;7;1;8;0;0;0;4;999;0;1;1.1;93.994;-36.4;4.858;0
29;5;2;7;0;0;1;2;999;0;1;1.4;93.444;-36.1;4.967;0
45;5;2;7;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.327;0
38;1;1;7;0;0;0;1;999;0;1;-1.8;93.075;-47.1;1.392;1
24;8;3;6;0;1;0;1;999;0;1;1.1;93.994;-36.4;4.858;0
41;10;2;6;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.963;0
58;6;1;4;0;1;0;1;999;0;1;-2.9;92.963;-40.8;1.262;1
34;1;2;7;0;0;1;2;999;0;1;1.1;93.994;-36.4;4.857;0
34;1;2;7;0;0;0;2;999;0;1;-1.1;94.767;-50.8;1.05;0
37;10;1;6;0;0;0;1;999;0;1;1.1;93.994;-36.4;4.856;0
53;2;1;1;0;0;0;1;999;0;1;1.4;94.465;-41.8;4.959;1
54;10;1;6;0;1;1;14;999;0;1;1.4;93.918;-42.7;4.961;0
32;10;1;6;0;1;0;1;999;0;1;-0.1;93.2;-42;4.153;0
42;1;2;4;0;1;0;6;999;0;1;1.4;93.918;-42.7;4.962;0
28;10;3;6;0;1;0;2;3;1;2;-2.9;92.201;-31.4;0.851;1
33;8;3;4;0;1;0;1;999;0;1;1.1;93.994;-36.4;4.864;0
41;2;2;3;0;1;0;2;999;0;1;-1.8;93.075;-47.1;1.405;0
31;8;2;4;0;0;1;1;999;0;1;-0.1;93.2;-42;4.076;0
40;10;2;3;2;0;1;4;999;0;1;1.1;93.994;-36.4;4.86;0
53;12;2;3;0;0;1;1;999;1;0;-3.4;92.649;-30.1;0.716;0
40;1;1;7;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.965;0
82;4;2;1;0;0;0;3;3;2;2;-1.1;94.199;-37.5;0.877;1
28;2;2;1;0;1;0;1;999;0;1;1.4;93.918;-42.7;4.96;0
30;1;2;4;2;1;0;3;999;0;1;-0.1;93.2;-42;4.12;0
31;11;3;7;0;1;0;1;6;3;2;-1.7;94.215;-40.3;0.835;1
32;10;3;7;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.965;0
54;2;2;1;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.963;0
31;2;2;3;0;0;0;1;999;0;1;1.4;93.918;-42.7;4.963;0
50;8;2;8;0;1;0;2;999;0;1;1.4;93.444;-36.1;4.968;0
47;10;3;8;0;0;0;2;999;0;1;1.4;93.918;-42.7;4.961;0
31;1;3;4;0;1;1;1;999;0;1;-1.8;92.893;-46.2;1.281;0
32;11;2;4;0;1;0;1;999;0;1;-0.1;93.2;-42;4.076;0
46;1;3;4;0;1;0;2;999;2;0;-1.1;94.767;-50.8;1.048;0
47;1;3;4;0;0;0;2;999;0;1;-1.8;92.893;-46.2;1.299;0
32;1;3;4;0;0;0;2;999;2;0;-1.1;94.767;-50.8;1.048;0
52;8;1;4;2;0;0;1;999;0;1;-0.1;93.2;-42;4.191;0
45;1;2;4;0;1;0;3;6;1;2;-1.1;94.601;-49.5;1.029;1
32;1;2;7;0;1;0;2;999;0;1;-1.8;92.893;-46.2;1.313;0
71;2;1;1;2;0;0;1;999;0;1;-1.7;94.027;-38.3;0.904;0
49;8;2;4;0;1;0;2;999;0;1;1.1;93.994;-36.4;4.855;0
46;1;2;4;0;1;1;10;999;0;1;1.4;94.465;-41.8;4.864;0
46;2;2;6;0;0;0;1;999;0;1;-1.1;94.767;-50.8;1.028;0
38;1;2;7;0;1;0;6;999;0;1;1.4;93.444;-36.1;4.965;0
57;8;2;6;2;0;0;2;999;0;1;1.4;93.444;-36.1;4.965;0
41;8;3;4;2;2;2;2;999;1;0;-1.8;92.893;-46.2;1.299;0
44;10;2;6;0;0;0;3;999;0;1;1.1;93.994;-36.4;4.864;0
47;10;2;7;0;1;0;7;999;0;1;1.4;93.444;-36.1;4.964;0
40;2;2;3;0;1;1;2;999;0;1;1.1;93.994;-36.4;4.858;0
57;6;3;6;0;1;0;1;999;0;1;1.1;93.994;-36.4;4.857;0
27;1;3;8;0;0;0;1;3;1;2;-1.8;93.369;-34.8;0.637;1
52;2;2;3;0;0;0;1;999;0;1;1.4;93.444;-36.1;4.966;1
34;5;2;7;0;1;1;1;999;0;1;-2.9;92.963;-40.8;1.26;0
42;3;2;7;0;1;0;1;999;0;1;1.1;93.994;-36.4;4.857;0
51;10;2;8;0;1;0;3;999;0;1;1.4;94.465;-41.8;4.959;0
45;5;2;1;2;1;0;1;999;0;1;1.1;93.994;-36.4;4.855;0
56;6;2;4;0;0;0;1;999;0;1;-1.8;92.893;-46.2;1.244;0
41;5;2;7;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.327;0
44;1;2;4;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.964;0
50;2;2;2;0;1;0;3;3;1;2;-1.8;92.893;-46.2;1.354;1
54;7;2;4;0;0;0;3;999;0;1;1.4;93.444;-36.1;4.963;0
51;2;2;2;0;0;0;1;999;0;1;1.4;93.444;-36.1;4.964;0
30;2;3;3;0;0;0;1;999;0;1;-0.1;93.2;-42;4.12;0
42;4;2;1;2;1;0;8;999;0;1;1.4;94.465;-41.8;4.959;0
41;10;2;6;2;1;0;11;999;0;1;1.4;94.465;-41.8;4.865;0
47;8;3;3;0;0;0;2;999;0;1;-0.1;93.2;-42;4.153;0
35;2;2;2;0;1;0;1;999;1;0;-1.8;93.075;-47.1;1.405;0
58;2;2;3;0;0;0;1;999;1;0;-0.1;93.2;-42;4.153;0
50;2;1;4;0;1;1;2;999;0;1;1.4;93.918;-42.7;4.96;1
41;10;2;6;0;0;0;1;999;0;1;1.1;93.994;-36.4;4.856;0
38;10;2;7;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.334;0
32;9;3;7;0;0;0;2;999;0;1;-0.1;93.2;-42;4.076;0
21;9;3;4;0;0;0;1;999;1;0;-2.9;92.201;-31.4;0.884;0
46;1;1;3;2;0;0;1;999;0;1;1.1;93.994;-36.4;4.856;0
42;7;2;7;0;1;0;3;999;0;1;-0.1;93.2;-42;4.021;0
55;8;2;3;0;0;0;13;999;0;1;1.4;93.444;-36.1;4.964;0
29;1;3;4;0;1;0;1;6;1;2;-1.1;94.767;-50.8;1.05;0
30;2;3;2;2;1;0;1;999;0;1;1.4;94.465;-41.8;4.959;0
53;5;2;1;0;1;0;1;999;0;1;-0.1;93.2;-42;4.12;0
35;5;2;7;0;1;0;2;999;0;1;-0.1;93.2;-42;4.12;0
46;8;2;6;0;1;0;4;999;0;1;1.1;93.994;-36.4;4.856;0
30;2;2;8;0;0;0;2;999;0;1;1.1;93.994;-36.4;4.857;0
43;3;2;7;2;1;0;1;999;0;1;1.4;93.918;-42.7;4.961;0
42;8;2;4;2;1;0;4;999;0;1;1.4;93.918;-42.7;4.96;0
32;10;2;6;0;0;0;1;999;0;1;1.4;93.918;-42.7;4.962;0
41;2;1;3;0;1;0;1;999;1;0;-1.8;92.893;-46.2;1.313;0
28;1;2;7;0;0;0;3;999;1;0;-1.8;92.893;-46.2;1.291;0
24;8;3;7;0;0;0;6;999;0;1;1.4;93.918;-42.7;4.963;0
43;5;2;7;2;1;1;1;999;0;1;-1.8;93.075;-47.1;1.405;0
30;1;3;7;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.97;0
55;2;2;3;2;0;0;2;999;0;1;-0.1;93.2;-42;4.153;0
51;6;2;3;2;0;0;1;999;0;1;1.4;93.918;-42.7;4.959;0
22;9;3;4;0;0;1;2;999;0;1;1.4;93.918;-42.7;4.957;0
32;3;3;7;0;0;1;1;999;0;1;-0.1;93.2;-42;4.076;0
43;1;2;6;2;0;0;3;999;0;1;1.4;93.918;-42.7;4.968;0
39;5;2;2;2;0;0;5;999;0;1;1.4;94.465;-41.8;4.865;0
52;2;1;8;0;0;0;8;999;0;1;1.4;93.918;-42.7;4.961;0
38;10;3;6;0;1;0;3;999;1;0;-1.8;92.893;-46.2;1.244;0
59;6;2;1;0;0;0;4;999;0;1;-1.8;93.075;-47.1;1.453;0
31;2;2;1;0;1;0;2;999;0;1;1.1;93.994;-36.4;4.857;0
76;6;3;1;0;0;0;4;6;1;2;-3.4;92.649;-30.1;0.715;1
44;12;3;3;2;1;0;3;999;0;1;1.4;94.465;-41.8;4.96;0
30;2;2;8;0;0;0;2;999;0;1;1.1;93.994;-36.4;4.864;0
32;8;2;4;2;0;0;1;999;0;1;1.4;94.465;-41.8;4.959;0
41;11;2;8;0;0;0;3;999;0;1;1.4;94.465;-41.8;4.967;0
33;1;3;7;0;1;0;4;999;0;1;1.4;93.444;-36.1;4.963;1
59;6;2;1;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.963;0
28;2;2;3;0;1;0;3;999;0;1;1.4;93.918;-42.7;4.96;0
33;2;3;2;0;1;0;2;999;0;1;-1.8;92.893;-46.2;1.313;0
53;8;2;4;2;1;0;1;999;0;1;1.4;93.444;-36.1;4.964;0
41;8;2;4;0;0;0;6;999;0;1;-1.8;92.843;-50;1.778;1
55;12;2;1;0;0;1;1;999;0;1;1.4;93.918;-42.7;4.962;0
45;2;2;3;2;0;0;1;999;0;1;1.1;93.994;-36.4;4.856;0
35;10;2;6;0;0;0;4;999;0;1;1.4;93.918;-42.7;4.968;0
31;8;2;4;2;0;0;3;999;0;1;1.4;93.918;-42.7;4.96;0
53;5;2;7;0;0;0;4;999;0;1;1.4;93.444;-36.1;4.965;0
35;10;3;6;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.327;0
45;2;1;2;2;1;0;1;999;0;1;-1.8;92.893;-46.2;1.327;0
34;4;3;7;0;0;0;2;999;0;1;1.4;94.465;-41.8;4.961;0
42;1;2;3;0;0;0;3;999;1;0;-1.8;93.075;-47.1;1.405;0
36;7;2;3;0;1;1;3;999;0;1;-0.1;93.2;-42;4.076;0
44;1;2;4;0;0;0;3;999;0;1;1.1;93.994;-36.4;4.856;0
50;1;1;7;0;1;0;2;999;0;1;1.4;93.444;-36.1;4.965;0
36;1;2;7;0;1;0;1;999;0;1;-3.4;92.379;-29.8;0.773;0
27;10;2;6;0;0;0;9;999;0;1;1.4;93.918;-42.7;4.963;0
40;5;2;8;0;0;0;3;999;0;1;1.1;93.994;-36.4;4.859;0
25;10;3;7;0;1;1;6;999;0;1;1.4;94.465;-41.8;4.96;0
29;5;2;7;0;1;1;2;999;0;1;1.4;93.444;-36.1;4.966;0
44;1;2;4;0;0;0;3;999;0;1;1.1;93.994;-36.4;4.856;0
57;2;2;8;2;1;0;2;999;0;1;1.1;93.994;-36.4;4.856;0
30;1;3;4;0;1;0;1;999;0;1;1.4;93.918;-42.7;4.963;0
37;7;2;7;0;1;1;2;999;0;1;1.4;93.444;-36.1;4.967;0
57;10;2;3;0;0;0;1;999;0;1;1.4;93.918;-42.7;4.961;0
32;10;2;6;0;1;0;1;999;0;1;1.4;93.918;-42.7;4.963;1
54;1;2;6;0;0;0;2;10;1;2;-1.1;94.767;-50.8;1.035;1
58;2;2;3;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.97;1
29;1;3;7;2;1;0;5;999;0;1;1.4;93.444;-36.1;4.963;0
60;8;2;4;2;0;0;1;999;0;1;1.4;93.444;-36.1;4.966;0
27;11;3;7;0;0;0;2;999;0;1;1.4;94.465;-41.8;4.864;0
30;11;2;4;0;1;0;3;999;0;1;1.4;93.918;-42.7;4.961;0
42;2;2;1;0;0;0;1;999;0;1;1.1;93.994;-36.4;4.859;0
48;4;2;4;0;0;0;1;999;0;1;1.4;94.465;-41.8;4.864;0
35;1;3;7;0;0;0;2;999;0;1;1.4;93.444;-36.1;4.97;0
46;2;2;2;2;1;1;1;999;0;1;1.1;93.994;-36.4;4.857;0
57;6;4;1;0;0;0;1;999;0;1;1.1;93.994;-36.4;4.857;0
30;8;2;4;0;0;0;3;999;0;1;1.4;94.465;-41.8;4.865;0
28;10;3;4;0;1;1;4;999;1;0;-1.8;93.075;-47.1;1.41;0
34;8;2;4;2;1;0;1;999;0;1;1.1;93.994;-36.4;4.856;0
42;2;2;1;2;0;0;1;999;0;1;1.4;94.465;-41.8;4.958;0
30;1;3;7;0;1;0;1;999;0;1;-0.1;93.2;-42;4.153;0
27;9;3;3;0;1;0;1;999;0;1;-1.7;94.027;-38.3;0.9;0
23;3;2;7;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.964;0
43;2;2;1;2;1;0;1;999;0;1;1.1;93.994;-36.4;4.857;0
59;5;2;1;2;1;1;1;999;0;1;1.1;93.994;-36.4;4.857;0
31;7;3;7;0;0;0;1;999;2;0;-1.7;94.027;-38.3;0.898;0
43;7;2;3;0;0;0;2;999;0;1;1.1;93.994;-36.4;4.858;0
52;10;2;4;0;1;0;2;999;0;1;1.1;93.994;-36.4;4.857;0
26;4;3;4;2;1;1;1;999;0;1;1.4;93.918;-42.7;4.963;0
24;2;2;3;0;1;1;6;999;0;1;1.1;93.994;-36.4;4.855;0
35;2;3;2;0;0;0;1;999;1;0;-0.1;93.2;-42;4.076;0
59;10;2;6;0;0;0;4;999;1;0;-1.7;94.055;-39.8;0.742;1
28;2;2;2;2;0;0;1;999;0;1;1.1;93.994;-36.4;4.855;0
37;2;3;3;0;0;0;2;999;0;1;1.1;93.994;-36.4;4.857;0
46;1;2;6;0;0;0;1;999;1;0;-1.8;93.075;-47.1;1.405;0
26;10;3;7;0;1;0;3;6;2;2;-1.7;94.215;-40.3;0.861;1
40;5;2;7;0;1;0;6;999;0;1;1.4;93.444;-36.1;4.963;0
56;2;2;1;2;1;0;2;999;0;1;1.4;93.918;-42.7;4.961;0
40;5;2;7;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.344;0
29;1;3;7;0;1;1;2;999;0;1;1.1;93.994;-36.4;4.859;0
28;2;3;3;0;1;0;1;999;1;0;-1.8;92.893;-46.2;1.266;0
48;10;3;8;2;0;0;7;999;0;1;1.1;93.994;-36.4;4.86;0
28;11;3;7;0;1;0;1;999;0;1;-1.8;92.893;-46.2;1.244;0
33;10;2;6;0;0;0;4;999;0;1;1.1;93.994;-36.4;4.86;0
56;3;2;7;0;1;1;1;999;0;1;1.4;94.465;-41.8;4.961;0
57;6;2;3;0;0;0;4;999;0;1;1.4;93.444;-36.1;4.965;1
24;1;3;4;2;1;0;1;999;0;1;1.4;93.918;-42.7;4.958;0
39;7;2;7;0;0;0;2;999;0;1;1.1;93.994;-36.4;4.858;0
40;2;2;8;0;1;1;1;999;0;1;1.1;93.994;-36.4;4.857;0
54;2;1;8;2;1;0;3;999;0;1;1.4;94.465;-41.8;4.958;0
25;1;3;7;0;0;0;2;999;0;1;1.4;94.465;-41.8;4.864;0
36;2;2;3;2;0;0;3;999;1;0;-1.8;92.893;-46.2;1.281;1
48;1;2;7;0;1;0;1;999;0;1;-0.1;93.2;-42;4.12;0
32;1;3;7;0;1;0;1;999;0;1;1.4;93.444;-36.1;4.964;0
48;1;2;7;0;1;1;2;999;0;1;1.4;93.918;-42.7;4.963;0
30;10;2;7;2;1;0;3;999;0;1;1.1;93.994;-36.4;4.858;0
41;1;1;4;0;0;0;2;999;0;1;1.1;93.994;-36.4;4.857;0
54;6;1;1;2;1;0;1;999;0;1;1.4;93.918;-42.7;4.962;0
29;1;3;7;0;1;0;1;999;0;1;-1.8;93.369;-34.8;0.639;1
28;2;3;4;0;1;0;2;999;0;1;1.4;94.465;-41.8;4.865;0
30;1;2;7;0;0;0;2;999;0;1;1.1;93.994;-36.4;4.857;0
54;1;2;7;0;1;0;3;999;0;1;1.1;93.994;-36.4;4.855;0
33;3;2;3;2;0;0;1;999;0;1;1.1;93.994;-36.4;4.857;0
38;2;2;3;0;0;0;1;11;1;2;-1.8;92.893;-46.2;1.281;0
46;4;1;2;0;1;0;8;999;0;1;1.4;94.465;-41.8;4.864;0
38;1;1;7;0;0;0;3;999;0;1;1.4;94.465;-41.8;4.959;0
38;8;2;4;0;0;0;1;999;0;1;1.4;93.918;-42.7;4.968;0
33;2;2;4;0;1;0;1;999;0;1;1.1;93.994;-36.4;4.856;0
25;1;2;7;0;0;0;1;999;0;1;1.1;93.994;-36.4;4.864;0
29;1;3;7;2;1;0;10;999;0;1;-1.8;92.893;-46.2;1.25;0
60;10;2;6;2;0;0;15;999;0;1;1.4;93.918;-42.7;4.961;0
57;8;2;4;0;1;0;2;999;0;1;-1.8;92.893;-46.2;1.244;0
36;1;3;7;0;0;0;1;999;0;1;1.4;93.444;-36.1;4.965;0
54;1;2;7;0;0;0;5;999;0;1;1.4;93.918;-42.7;4.968;0
25;7;3;7;0;0;0;3;999;0;1;1.1;93.994;-36.4;4.856;0
41;3;2;7;0;0;0;4;999;0;1;1.1;93.994;-36.4;4.856;0
54;5;2;7;0;1;0;1;999;0;1;-1.8;93.075;-47.1;1.405;0
39;2;1;2;2;0;0;1;999;0;1;-1.8;92.893;-46.2;1.281;0
55;3;1;7;2;0;0;1;999;1;0;-1.8;92.893;-46.2;1.313;0
